,points,province,variety
120192,92,Northern Spain,Tinta de Toro
120208,92,Northern Spain,Tempranillo Blend
120211,92,Northern Spain,Mencía
120235,90,Northern Spain,Tempranillo Blend
120270,92,Northern Spain,Tempranillo
120290,84,Northern Spain,Tempranillo
120291,84,Catalonia,Red Blend
120295,84,Northern Spain,Verdejo-Viura
120316,89,Northern Spain,Prieto Picudo
120321,89,Northern Spain,Verdejo
120325,89,Galicia,Albariño
120334,89,Northern Spain,Tempranillo-Cabernet Sauvignon
120343,89,Galicia,Albariño
120356,84,Northern Spain,White Blend
120551,91,Northern Spain,Mazuelo
120614,91,Andalucia,Moscatel
120644,86,Northern Spain,Tempranillo Blend
120650,86,Catalonia,Red Blend
120652,86,Northern Spain,Garnacha
120657,86,Northern Spain,Chardonnay
120664,86,Catalonia,Red Blend
120665,86,Central Spain,Viura
120667,86,Northern Spain,White Blend
120681,90,Northern Spain,Tempranillo
120682,90,Northern Spain,Garnacha
120859,91,Catalonia,Red Blend
120865,91,Northern Spain,Tempranillo Blend
120965,90,Northern Spain,Tempranillo
120967,90,Northern Spain,Tempranillo Blend
120976,90,Northern Spain,Tempranillo Blend
120983,82,Northern Spain,Chardonnay
121092,87,Catalonia,Pansa Blanca
121098,87,Northern Spain,Tempranillo Blend
121111,84,Catalonia,Sparkling Blend
121176,92,Northern Spain,Tinta de Toro
121203,90,Catalonia,Sparkling Blend
121248,94,Catalonia,Red Blend
121298,87,Northern Spain,White Blend
121300,87,Catalonia,Sparkling Blend
121309,87,Northern Spain,Tempranillo
121311,87,Northern Spain,Garnacha
121420,88,Catalonia,Cabernet Sauvignon
121423,88,Galicia,White Blend
121425,87,Catalonia,Red Blend
121427,87,Northern Spain,Tempranillo
121428,87,Northern Spain,Tempranillo
121430,87,Catalonia,Sparkling Blend
121468,87,Catalonia,Sparkling Blend
121469,87,Catalonia,Sparkling Blend
121470,87,Catalonia,Sparkling Blend
121485,87,Northern Spain,Tempranillo
121540,85,Northern Spain,Red Blend
121604,85,Central Spain,Tempranillo
121612,85,Catalonia,Sparkling Blend
121620,85,Northern Spain,Rosé
121623,85,Northern Spain,Viura
121657,87,Northern Spain,Tempranillo
121661,87,Northern Spain,Tempranillo
121664,87,Northern Spain,Cabernet Sauvignon
121672,87,Northern Spain,Tinta de Toro
121676,87,Northern Spain,Tempranillo
121697,93,Northern Spain,Mencía
121700,93,Catalonia,Grenache-Carignan
121758,83,Northern Spain,Godello
121810,92,Northern Spain,Tempranillo
121816,92,Northern Spain,Tempranillo
121817,92,Northern Spain,Tempranillo
121835,92,Northern Spain,Tempranillo Blend
121836,84,Levante,Monastrell
121839,84,Northern Spain,Garnacha
121853,83,Central Spain,Tempranillo
121854,83,Central Spain,Tempranillo
121855,83,Northern Spain,Garnacha-Syrah
121856,83,Northern Spain,Garnacha
121860,83,Northern Spain,Tinta de Toro
121862,83,Central Spain,Tempranillo
121863,83,Northern Spain,Grenache Blend
121869,81,Central Spain,Tempranillo
121872,81,Central Spain,Garnacha
121873,81,Catalonia,Tempranillo
121878,81,Central Spain,Red Blend
121880,80,Central Spain,Tempranillo
121881,80,Levante,Bobal
121883,80,Central Spain,Rosé
121961,90,Northern Spain,Red Blend
121967,90,Northern Spain,Red Blend
122057,90,Catalonia,Red Blend
122065,90,Northern Spain,Tempranillo
122076,92,Northern Spain,Tempranillo
122221,88,Levante,Tempranillo-Cabernet Sauvignon
122232,88,Northern Spain,Tempranillo Blend
122233,88,Galicia,Red Blend
122258,90,Northern Spain,Tempranillo Blend
122283,87,Northern Spain,Red Blend
122291,87,Northern Spain,Tinto Fino
122367,86,Northern Spain,Red Blend
122412,81,Catalonia,Sparkling Blend
122415,80,Northern Spain,Viura
122528,90,Northern Spain,Tempranillo
122534,90,Galicia,Albariño
122557,97,Northern Spain,Tempranillo
122565,95,Northern Spain,Tempranillo
122577,94,Northern Spain,Tempranillo
122706,88,Northern Spain,Tempranillo
122707,88,Northern Spain,Tempranillo
122723,91,Northern Spain,Tempranillo Blend
122761,85,Catalonia,Garnacha
122762,85,Northern Spain,Garnacha
122763,85,Northern Spain,Garnacha
122776,85,Northern Spain,Tempranillo
122794,93,Northern Spain,Tempranillo
122815,92,Catalonia,Red Blend
122842,89,Catalonia,Sparkling Blend
122897,89,Northern Spain,Tempranillo
122983,86,Catalonia,Sparkling Blend
122988,86,Northern Spain,Viura
122993,86,Catalonia,Sparkling Blend
123081,93,Levante,Red Blend
123126,84,Northern Spain,Red Blend
123127,84,Galicia,Albariño
123174,86,Northern Spain,Tempranillo
123176,85,Northern Spain,Tempranillo
123179,85,Northern Spain,Tempranillo
123180,85,Northern Spain,Tempranillo Blend
123185,85,Northern Spain,Tempranillo
123198,86,Northern Spain,Tempranillo-Cabernet Sauvignon
123199,86,Catalonia,White Blend
123306,87,Northern Spain,Tempranillo
123365,89,Catalonia,Sparkling Blend
123386,89,Northern Spain,Tempranillo
123421,87,Northern Spain,Tempranillo Blend
123428,87,Central Spain,Cabernet Sauvignon
123430,87,Northern Spain,Rosé
123443,87,Northern Spain,Rosé
123558,83,Central Spain,Red Blend
123566,83,Northern Spain,Tempranillo
123567,83,Central Spain,Tempranillo
123572,83,Central Spain,Tempranillo
123611,89,Northern Spain,Tempranillo
123616,89,Northern Spain,Tempranillo
123621,89,Northern Spain,Tempranillo
123632,87,Catalonia,Red Blend
123640,87,Catalonia,Sparkling Blend
123654,84,Northern Spain,Tempranillo Blend
123668,84,Northern Spain,Tinto del Pais
123712,89,Northern Spain,Tempranillo Blend
123735,89,Northern Spain,Tempranillo Blend
123738,86,Northern Spain,Tinta de Toro
123739,86,Northern Spain,Garnacha
123740,86,Northern Spain,Grenache
123744,86,Northern Spain,White Blend
123751,86,Galicia,Albariño
123754,86,Central Spain,Verdejo
123757,86,Northern Spain,Viura-Chardonnay
123758,86,Northern Spain,Tempranillo
123866,89,Northern Spain,Tempranillo
123902,91,Northern Spain,Tinto Fino
124025,83,Catalonia,Sparkling Blend
124037,83,Catalonia,Macabeo-Chardonnay
124038,83,Levante,Sparkling Blend
124048,82,Catalonia,Sparkling Blend
124049,82,Catalonia,Sparkling Blend
124070,92,Catalonia,Red Blend
124275,90,Northern Spain,Tinta de Toro
124316,93,Levante,Red Blend
124378,90,Andalucia,Sherry
124383,90,Northern Spain,Tinto Fino
124384,90,Northern Spain,Tempranillo
124395,90,Northern Spain,Tempranillo
124401,90,Andalucia,Sherry
124403,90,Northern Spain,Tempranillo
124426,95,Northern Spain,Red Blend
124441,94,Northern Spain,Tempranillo Blend
124465,83,Northern Spain,Tempranillo Blend
124475,83,Galicia,Albariño
124524,85,Northern Spain,Mencía
124545,89,Northern Spain,Verdejo
124546,89,Northern Spain,Tempranillo
124569,84,Levante,Monastrell
124571,84,Northern Spain,Tinta de Toro
124572,84,Levante,Red Blend
124574,83,Northern Spain,Tempranillo Blend
124581,83,Central Spain,Verdejo
124583,83,Northern Spain,Verdejo
124589,83,Northern Spain,Tempranillo
124590,83,Northern Spain,Garnacha
124620,86,Catalonia,Sparkling Blend
124684,92,Northern Spain,Tempranillo Blend
124762,84,Central Spain,Tempranillo
124797,88,Northern Spain,Tempranillo
124802,88,Northern Spain,Tempranillo Blend
124804,88,Northern Spain,Tempranillo-Cabernet Sauvignon
124805,88,Northern Spain,Cabernet Sauvignon-Tempranillo
124816,88,Northern Spain,Verdejo
124821,88,Northern Spain,Red Blend
124822,88,Catalonia,Tempranillo
124996,89,Northern Spain,Tempranillo
124998,89,Northern Spain,Garnacha
125021,85,Northern Spain,Tempranillo
125024,85,Central Spain,Tempranillo
125030,85,Northern Spain,Tinta de Toro
125032,85,Northern Spain,Tempranillo Blend
125035,85,Northern Spain,Tempranillo
125040,85,Central Spain,Red Blend
125044,86,Northern Spain,Tempranillo Blend
125065,86,Northern Spain,Garnacha
125070,86,Catalonia,Sparkling Blend
125072,86,Catalonia,Sparkling Blend
125073,86,Levante,Red Blend
125076,86,Northern Spain,Red Blend
125081,86,Northern Spain,Tempranillo
125084,86,Northern Spain,Tempranillo
125123,86,Spain Other,Tempranillo
125127,86,Catalonia,White Blend
125139,86,Northern Spain,Rosé
125211,85,Northern Spain,Tempranillo
125214,85,Catalonia,Sparkling Blend
125338,90,Northern Spain,Tempranillo
125426,90,Northern Spain,Tempranillo
125431,89,Northern Spain,Tempranillo
125622,86,Northern Spain,Tempranillo
125633,86,Northern Spain,Tempranillo
125744,88,Catalonia,Red Blend
125747,88,Northern Spain,Garnacha
125748,88,Central Spain,White Blend
125757,88,Catalonia,Red Blend
125768,88,Catalonia,Sparkling Blend
125799,85,Central Spain,Tempranillo
125801,85,Central Spain,Tempranillo
125803,85,Northern Spain,Tempranillo
125804,85,Northern Spain,Verdejo
125805,85,Central Spain,Verdejo
125823,80,Northern Spain,Rosé
125825,80,Northern Spain,Garnacha
125827,80,Catalonia,Garnacha
125851,93,Northern Spain,Tempranillo
125884,87,Levante,Monastrell
125885,87,Levante,Red Blend
125900,87,Northern Spain,Verdejo
125903,92,Northern Spain,Mencía
125929,92,Northern Spain,Mencía
126015,84,Northern Spain,Viura
126020,84,Catalonia,Garnacha Blanca
126042,92,Northern Spain,Tinta de Toro
126139,84,Northern Spain,Godello
126157,88,Andalucia,Moscatel
126173,88,Central Spain,Cabernet Sauvignon
126186,88,Northern Spain,White Blend
126195,88,Northern Spain,Garnacha
126273,84,Central Spain,Tempranillo
126307,92,Catalonia,Sparkling Blend
126308,92,Galicia,Mencía
126318,92,Northern Spain,Tempranillo
126365,90,Northern Spain,Tempranillo
126565,91,Northern Spain,Tempranillo
126586,90,Northern Spain,Tempranillo Blend
126608,88,Catalonia,Sparkling Blend
126645,89,Galicia,Albariño
126671,84,Northern Spain,Chardonnay
126702,87,Catalonia,Sparkling Blend
126712,86,Galicia,Albariño
126716,86,Catalonia,White Blend
126717,86,Northern Spain,Tempranillo
126754,91,Northern Spain,Tempranillo Blend
126763,91,Northern Spain,Tinta de Toro
126770,91,Northern Spain,Tempranillo Blend
126887,87,Galicia,Albariño
126894,87,Northern Spain,Tempranillo
126909,86,Northern Spain,Tinto Fino
127033,84,Northern Spain,Tempranillo
127073,92,Northern Spain,Tinto del Pais
127076,92,Northern Spain,Tinta de Toro
127089,92,Northern Spain,Tempranillo Blend
127092,92,Northern Spain,Garnacha
127224,94,Northern Spain,Tempranillo
127244,87,Catalonia,Sparkling Blend
127250,87,Galicia,Mencía
127377,88,Northern Spain,White Blend
127388,88,Central Spain,Tempranillo
127393,88,Central Spain,Tempranillo
127397,88,Northern Spain,White Blend
127402,88,Northern Spain,Godello
127403,88,Catalonia,Pedro Ximénez
127408,88,Northern Spain,Tempranillo
127409,88,Northern Spain,Maturana
127426,88,Catalonia,Red Blend
127532,90,Northern Spain,Tempranillo
127573,97,Northern Spain,Tinto Fino
127574,96,Northern Spain,Tinto del Pais
127588,94,Northern Spain,Tinta de Toro
127671,87,Northern Spain,Tempranillo Blend
127676,87,Northern Spain,Tempranillo
127677,87,Catalonia,Sparkling Blend
127691,87,Northern Spain,Mencía
127762,91,Andalucia,Pedro Ximénez
127824,89,Northern Spain,Godello
127828,89,Northern Spain,Tempranillo
127840,87,Central Spain,Tempranillo
127860,87,Northern Spain,Tempranillo Blend
127868,87,Northern Spain,Tempranillo Blend
127894,89,Galicia,Mencía
127899,89,Northern Spain,Tempranillo
127956,84,Northern Spain,Tempranillo
127957,83,Northern Spain,Tinta de Toro
127963,83,Northern Spain,Red Blend
127992,87,Catalonia,Sparkling Blend
128113,85,Northern Spain,Tempranillo-Cabernet Sauvignon
128208,87,Northern Spain,Tempranillo
128220,87,Northern Spain,Garnacha-Tempranillo
128271,96,Northern Spain,Tempranillo Blend
128277,92,Central Spain,Petit Verdot
128319,90,Central Spain,Tempranillo
128333,88,Catalonia,Sparkling Blend
128342,88,Northern Spain,Graciano
128343,88,Catalonia,Red Blend
128344,88,Catalonia,Garnacha Blanca
128345,88,Catalonia,Garnacha Blanca
128365,94,Northern Spain,Red Blend
128368,94,Northern Spain,Red Blend
128391,84,Northern Spain,Garnacha
128394,84,Northern Spain,Garnacha
128403,84,Central Spain,White Blend
128496,90,Northern Spain,Tempranillo
128544,89,Northern Spain,Tinto Fino
128552,89,Northern Spain,Red Blend
128594,85,Northern Spain,Garnacha
128664,90,Levante,Red Blend
128766,91,Levante,Red Blend
128789,91,Levante,Red Blend
128827,92,Northern Spain,Tempranillo
128828,92,Northern Spain,Tempranillo
128851,92,Northern Spain,Tinto Fino
128923,89,Galicia,Albariño
128925,89,Northern Spain,Tempranillo
128927,89,Catalonia,Grenache-Carignan
128928,89,Northern Spain,Red Blend
128940,89,Galicia,Albariño
128955,91,Northern Spain,Tempranillo
128984,93,Levante,Red Blend
129333,86,Northern Spain,Tinto Fino
129356,87,Levante,Red Blend
129359,87,Levante,Tempranillo
129390,85,Northern Spain,Garnacha
129509,88,Northern Spain,Tempranillo Blend
129588,90,Galicia,Mencía
129606,84,Northern Spain,Tempranillo
129615,84,Northern Spain,Rosé
129641,90,Galicia,Albariño
129655,90,Northern Spain,Mencía
129693,87,Northern Spain,Merlot
129723,90,Catalonia,Red Blend
129727,90,Northern Spain,Tempranillo Blend
129729,90,Northern Spain,Graciano
129737,90,Northern Spain,Tempranillo Blend
129767,87,Northern Spain,Graciano
129776,87,Andalucia,White Blend
129789,89,Northern Spain,Tempranillo
129794,89,Northern Spain,Tempranillo
129799,88,Levante,Monastrell
129884,91,Northern Spain,White Blend
129928,91,Catalonia,Red Blend
129930,91,Northern Spain,Tempranillo Blend
129957,90,Northern Spain,Tempranillo Blend
